company_permalink;company_name;company_category_code;company_country_code;company_state_code;company_region;company_city;acquirer_permalink;acquirer_name;acquirer_category_code;acquirer_country_code;acquirer_state_code;acquirer_region;acquirer_city;price_amount;id
/company/waywire;#waywire;news;USA;NY;New York;New York;/company/magnify;Magnify;games_video;USA;NY;New York;New York;;1
/company/1-nation-technology;1 Nation Technology;;;;unknown;;/company/vology;Vology;other;;;unknown;;;2
/company/1-stop-financial-service-centers-of-america;1 Stop Financial Service Centers of America;;USA;TX;Austin;Round Rock;/company/confie-seguros;Confie Seguros;enterprise;USA;CA;Los Angeles;Buena Park;;3
/company/1-800-contacts-2;1-800 Contacts;;;;unknown;;/company/thomas-h-lee-partners;Thomas H. Lee Partners;;USA;MA;Boston;Boston;;4
/company/1000memories;1000memories;web;USA;CA;SF Bay;San Francisco;/company/ancestry-com;Ancestry;ecommerce;USA;UT;Salt Lake City;Provo;;5
/company/10best;10best;web;USA;SC;Greenville;Greenville;/company/nile-guide;NileGuide;social;USA;CA;SF Bay;San Francisco;;6
/company/10east;10East;network_hosting;USA;FL;Jacksonville;Jacksonville;/company/railcar-management;Railcar Management;enterprise;;;unknown;;;7
/company/10k-wizard;10K Wizard;;;;unknown;;/company/morningstar;Morningstar;software;USA;IL;Chicago;Chicago;;8
/company/123linkit-com;123LinkIt.com;;;;unknown;;/company/netline;NetLine;advertising;USA;CA;SF Bay;Los Gatos;;9
/company/123people;123people;search;AUT;;Vienna;Vienna;/company/pagesjaunes;PagesJaunes;advertising;FRA;;Paris;Sevres;;10
/company/12designer;12designer;public_relations;DEU;;Berlin;Berlin;/company/99designs;99designs;design;USA;CA;SF Bay;San Francisco;;11
/company/12society;12Society;ecommerce;USA;CA;Los Angeles;West Hollywood;/company/quarterly;Quarterly;web;USA;CA;Los Angeles;West Hollywood;;12
/company/1form-com;1Form.com;other;AUS;;Australia - Other;;/company/rea-group;REA Group;news;AUS;;Victoria;Victoria;15000000;13
/company/1st-choice-security-solutions;1st Choice Security Solutions;security;USA;GA;Atlanta;Atlanta;/company/comcam;ComCam;;USA;PA;Philadelphia;West Chester;;14
/company/1vault-networks;1Vault Networks;software;;;unknown;;/company/peak-;Peak ;network_hosting;USA;NC;Charlotte;Charlotte;;15
/company/2020-social;2020 Social;consulting;IND;;New Delhi;New Delhi;/company/publicis-groupe;Publicis Groupe;public_relations;FRA;;Paris;Paris;;16
/company/20-20-media;20:20 Media;;IND;;Noida;Noida;/company/publicis-groupe;Publicis Groupe;public_relations;FRA;;Paris;Paris;;17
/company/21st-century-infra-tele;21st Century Infra Tele;public_relations;IND;;India - Other;;/company/wireless-tt-info-services;Wireless TT Info Services;public_relations;IND;;Hyderabad;Hyderabad;;18
/company/236-com;236.com;web;;;unknown;;/company/huffingtonpost;The Huffington Post;news;USA;NY;New York;New York;;19
/company/24-solutions-ab;24 Solutions AB;;;;unknown;;/company/24mas;24MAS;;SWE;;Nacka;Nacka;;20
/company/24-7-real-media;24/7 Real Media;advertising;USA;NY;New York;New York;/company/wpp;WPP;public_relations;USA;NY;New York;New York;649000000;21
/company/24-7-solutions;24/7 Solutions;software;;;unknown;;/company/sentel;Sentel;other;;;unknown;;;22
/company/280-north;280 North;software;;;unknown;;/company/motorola-mobility;Motorola Mobility;mobile;USA;;United States - Other;;20000000;23
/company/280-north;280 North;software;;;unknown;;/company/motorola-solutions;Motorola Solutions;enterprise;USA;IL;Chicago;Schaumburg;20000000;24
/company/2ergo;2ergo;mobile;USA;VA;Washington DC;Arlington;/company/soundbite-communication;SoundBite Communications;public_relations;USA;VA;Bedford;Bedford;;25
/company/2nd-story-software-inc;"2nd Story Software; Inc.";software;USA;IA;Cedar Rapids;Cedar Rapids;/company/blucora;Blucora;web;USA;WA;Seattle;Bellevue;287500000;26
/company/2web-technologies;2Web Technologies;software;;;unknown;;/company/google;Google;search;USA;CA;SF Bay;Mountain View;;27
/company/2wire;2Wire;web;USA;CA;SF Bay;San Jose;/company/pace;Pace;hardware;GBR;;England;England;475000000;28
/company/3-blokes-studios;3 Blokes Studios;games_video;AUS;;Fortitude Valley QLD;Fortitude Valley QLD;/company/rockyou;RockYou;games_video;USA;CA;SF Bay;Redwood City;;29
/company/3001;3001;;USA;VA;Washington DC;Fairfax;/company/northrop-grumman;Northrop Grumman;security;USA;CA;Los Angeles;Los Angeles;;30
/company/360-scheduling;360 Scheduling;software;GBR;;Nottingham;Nottingham;/company/ifs;IFS;software;;;unknown;;;31
/company/360-vantage;360 Vantage;mobile;USA;AZ;Phoenix;Chandler;/company/ims-health;IMS Health;web;USA;CT;Danbury;Danbury;;32
/company/360commerce;360Commerce;;USA;TX;Austin;Austin;/company/oracle;Oracle Corporation;enterprise;USA;CA;SF Bay;Redwood City;;33
/company/360networks;360networks;public_relations;USA;WA;Seattle;Seattle;/company/zayo-group;Zayo Group;public_relations;USA;CO;Denver;Louisville;;34
/company/360networks;360networks;public_relations;USA;WA;Seattle;Seattle;/company/zayo-bandwidth;Zayo Bandwidth;network_hosting;USA;CO;Denver;Louisville;;35
/company/380-development;380 Development;;;;unknown;;/company/kb-marine-holdings;KB Marine Holdings;;;;unknown;;;36
/company/3com;3Com;web;USA;MA;Boston;Marlborough;/company/hewlett-packard;Hewlett-Packard;web;USA;CA;SF Bay;Palo Alto;2700000000;37
/company/3d-geo;3D Geo;software;DEU;;Potsdam;Potsdam;/company/autodesk;Autodesk;software;USA;CA;SF Bay;San Rafael;;38
/company/3d-markets;3D Markets;software;;;unknown;;/company/pipeline-financial-group;Pipeline Financial Group;enterprise;USA;NY;New York;New York;;39
/company/3d3r;3D3R Software Studio;software;USA;CA;SF Bay;Santa Clara;/company/chegg;Chegg;education;USA;CA;SF Bay;Santa Clara;;40
/company/3db-research;3dB Research;;CAN;;Victoria;"Victoria; BC";/company/harman-international;Harman International Industries;other;USA;CT;New York;Stamford;;41
/company/3done-software;3DOne Software;;;;unknown;;/company/actify;Actify;;USA;CA;SF Bay;San Francisco;;42
/company/3dtin;3DTin;;;;unknown;;/company/lagoa;Lagoa;enterprise;CAN;;Montreal;"Montreal; Quebec";;43
/company/3e-company;3E Company;cleantech;USA;CA;San Diego;Carlsbad;/company/verisk-analytics;Verisk Analytics;public_relations;USA;NJ;New York;Jersey City;110000000;44
/company/3leaf;3Leaf;network_hosting;USA;CA;SF Bay;Santa Clara;/company/huawei;Huawei Technologies;network_hosting;CHN;;Shenzhen;Shenzhen;;45
/company/3lm;3LM;mobile;;;unknown;;/company/motorola-mobility;Motorola Mobility;mobile;USA;;United States - Other;;;46
/company/3par;3PAR;software;USA;CA;SF Bay;Fremont;/company/hewlett-packard;Hewlett-Packard;web;USA;CA;SF Bay;Palo Alto;2350000000;47
/company/3pd-inc;"3PD; Inc.";other;USA;GA;Atlanta;Marietta;/company/xpo-logistics;XPO Logistics;ecommerce;USA;CT;New York;Greenwich;365000000;48
/company/3ple-media;3ple-Media;;NLD;;Schiphol-Rijk;Schiphol-Rijk;/company/newnet-communication-technologies;NewNet Communication Technologies;public_relations;USA;IL;Chicago;Arlington Heights;;49
/company/3rd-power;3rd Power;web;;;unknown;;/company/webmediabrands;WebMediaBrands;web;USA;NY;New York;New York;;50
/company/3rdwhale;3rdWhale;mobile;;;unknown;;/company/gengreen;GenGreen;cleantech;;;unknown;;;51
/company/3tera;3Tera;enterprise;USA;CA;Los Angeles;Aliso Viejo;/company/ca;CA Technologies;software;USA;NY;Islandia;Islandia;;52
/company/3x-systems;3X Systems;security;USA;OH;Columbus;Columbus;/company/trustyd;Trustyd;;;;unknown;;;53
/company/4home;4Home;software;USA;CA;SF Bay;Sunnyvale;/company/motorola-solutions;Motorola Solutions;enterprise;USA;IL;Chicago;Schaumburg;;54
/company/4m-wireless;4M Wireless;mobile;GBR;;London;Luton;/company/u-blox-ag;u-blox AG;;;;unknown;;9000000;55
/company/504investor-com;504investor.com;;;;unknown;;/company/pivx-solutions;PivX Solutions;software;NZL;;New Zealand - Other;;;56
/company/55bbs-com;55BBS.com;web;;;unknown;;/company/cnetnetworks;CNET Networks;web;USA;CA;SF Bay;San Francisco;;57
/company/56-com;56.com;games_video;CHN;;Guangzhou;Guangzhou;/company/renren-inc;Renren Inc.;web;CHN;;Beijing;Beijing;80000000;58
/company/5min;5min Media;games_video;USA;NY;New York;NY;/company/aol;AOL;news;USA;NY;New York;New York;65000000;59
/company/5to1;5to1;advertising;;;unknown;;/company/yahoo;Yahoo!;web;USA;CA;SF Bay;Sunnyvale;30000000;60
/company/60mo;60mo;software;GBR;;Edinburgh;Edinburgh;/company/freeagent-central;FreeAgent;software;GBR;;Edinburgh;Edinburgh;;61
/company/6consulting;6Consulting;consulting;GBR;;London;Elstree;/company/radian6;Salesforce Radian6;web;CAN;;Fredericton;Fredericton;;62
/company/6n-silicon;6N Silicon;other;CAN;;Vaughan;"Vaughan; ON";/company/silicor-materials;Silicor Materials;manufacturing;USA;CA;SF Bay;San Jose;;63
/company/six-waves;6Waves;games_video;HKG;;Causeway Bay;Causeway Bay;/company/six-waves;6Waves;games_video;HKG;;Causeway Bay;Causeway Bay;;64
/company/72-acre-property;72-Acre Property;;;;unknown;;/company/paragon-communications;Paragon Communications;public_relations;USA;MA;Boston;Ashland;;65
/company/724-solutions;724 Solutions;;;;unknown;;/company/mobixell;Mobixell Networks;mobile;USA;CA;SF Bay;San Jose;;66
/company/798-inc;"798; Inc.";games_video;GBR;;Newcastle;Newcastle - Upon - Tyne;/company/the-fennetic-company;The Fennetic Company;games_video;;;unknown;;;67
/company/7inkjet-com;7inkjet.com;;;;unknown;;/company/lexon-technologies;Lexon Technologies;other;USA;CA;Los Angeles;La Mirada;;68
/company/7ticks;7ticks;hardware;USA;IL;Chicago;Chicago;/company/interactive-data;Interactive Data;software;USA;MA;Boston;Bedford;;69
/company/80-;80/;hardware;USA;NY;New York;New York;/company/square;Square;mobile;USA;CA;SF Bay;San Francisco;;70
/company/8x8-inc;8x8 Inc;network_hosting;USA;CA;SF Bay;San Jose;/company/contactual;Contactual;hardware;USA;CA;SF Bay;Redwood City;;71
/company/90-degree-software;90 Degree Software;;CAN;;Vancouver;"Vancouver; BC";/company/microsoft;Microsoft;software;USA;WA;Seattle;Redmond;;72
/company/9rules;9Rules;public_relations;;;unknown;;/company/splashpress;Splashpress;advertising;;;unknown;;;73
/company/9threads;9Threads;;;;unknown;;/company/stone;Stone;advertising;USA;OH;Cincinnati;Independence;;74
/company/last-software;@Last Software;;;;unknown;;/company/google;Google;search;USA;CA;SF Bay;Mountain View;;75
/company/a-bit-lucky;A Bit Lucky;games_video;USA;CA;SF Bay;San Mateo;/company/zynga;Zynga;games_video;USA;CA;SF Bay;San Francisco;;76
/company/a-life-medical;A-Life Medical;biotech;USA;CA;San Diego;San Diego;/company/ingenix;Ingenix;consulting;USA;MN;Minneapolis;Eden Prairie;;77
/company/a-s-a-p-advisor-services;A.S.A.P. Advisor Services;enterprise;;;unknown;;/company/evestment-alliance;eVestment;analytics;USA;GA;Atlanta;Marietta;;78
/company/a1vacations;A1Vacations;;USA;VA;Hardy;Hardy;/company/homeaway;HomeAway;travel;USA;TX;Austin;Austin;;79
/company/aaromba-technologies;Aaromba Technologies;software;AUS;;North Sydney;North Sydney;/company/csg-limited;CSG Limited;software;AUS;;Darwin NT;Darwin NT;;80
/company/aaron-walton-entertainment;Aaron Walton Entertainment;;;;unknown;;/company/omnicom-group;Omnicom Group;;USA;NY;New York;New York;;81
/company/aastra-technologies;Aastra Technologies;mobile;CAN;;TBD;ON L4K 4N9;/company/mitel-networks-corporation;Mitel Networks Corporation;public_relations;CAN;;Kanata;Kanata;;82
/company/abacus-ew-consultancy;Abacus EW Consultancy;;GBR;;Wellingore;Wellingore;/company/mass-consultants;Mass Consultants;;GBR;;Cambridgeshire;Cambridgeshire;;83
/company/abacus-international;Abacus International;;;;unknown;;/company/decision-resources-group;Decision Resources Group;;USA;MA;Boston;Burlington;;84
/company/abacus-transcriptions;Abacus Transcriptions;;USA;TX;Houston;Houston;/company/imedx;iMedX;enterprise;USA;GA;Atlanta;Atlanta;;85
/company/abb-cade;ABB CADE;;;;unknown;;/company/hewlett-packard;Hewlett-Packard;web;USA;CA;SF Bay;Palo Alto;;86
/company/abcro;AbCRO;biotech;USA;;Los Angeles;"Wilmington;";/company/ppd;PPD;biotech;USA;NC;Wilmington;Wilmington;;87
/company/abilitycrm;AbilityCRM;;USA;AZ;Phoenix;Scottsdale;/company/business-decision;Business & Decision;consulting;USA;PA;Philadelphia;Wayne;;88
/company/able-belgium;Able (Belgium);;;;unknown;;/company/vasco;VASCO Data Security International;security;USA;IL;Chicago;Oakbrook Terrace;;89
/company/abnormal-returns;Abnormal Returns;web;;;unknown;;/company/stocktwits;StockTwits;web;USA;CA;San Diego;San Diego;;90
/company/about-me;About Me!;;USA;CA;California - Other;;/company/shutterfly;Shutterfly;ecommerce;USA;CA;SF Bay;Redwood City;;91
/company/about-reverse-mortgages;About Reverse Mortgages;;;;unknown;;/company/reverse-mortgage-lenders-direct;Reverse Mortgage Lenders Direct;finance;USA;FL;Fort Lauderdale;Ft Lauderdale;50000;92
/company/about-com;About.com;web;USA;;United States - Other;;/company/iac;IAC;news;USA;NY;New York;New York;300000000;93
/company/about-com;About.com;web;USA;;United States - Other;;/company/newyorktimes;New York Times;news;USA;NY;New York;New York;410000000;94
/company/aboutme;about.me;web;USA;CA;SF Bay;San Francisco;/company/aol;AOL;news;USA;NY;New York;New York;35000000;95
/company/aboutme;about.me;web;USA;CA;SF Bay;San Francisco;/company/tony-conrad-ryan-freitas;Tony Conrad & Ryan Freitas;;;;unknown;;;96
/company/aboutweblogs;AboutWeblogs;web;AUS;;Mawson Lakes;Mawson Lakes;/company/b5media;b5media;news;CAN;;Toronto;"Toronto; ON";;97
/company/abovenet;AboveNet;network_hosting;USA;NY;New York;White Plains;/company/zayo-bandwidth;Zayo Bandwidth;network_hosting;USA;CO;Denver;Louisville;2200000000;98
/company/abraxis-bioscience;Abraxis BioScience;biotech;USA;CA;Los Angeles;Los Angeles;/company/celgene;Celgene;biotech;USA;NJ;Summit;Summit;2900000000;99
/company/absolute-punk;Absolute Punk;games_video;;;unknown;;/company/spin-media;SpinMedia;music;USA;CA;Los Angeles;Hollywood;;100
/company/virgin-radio;Absolute Radio;advertising;GBR;;London;London;/company/timl-golden-square;TIML Golden Square;;;;unknown;;105300000;101
/company/absorbent-ink;"Absorbent; Ink.";ecommerce;USA;TX;Austin;Austin;/company/printglobe;PrintGlobe;ecommerce;USA;TX;Austin;Austin;;102
/company/academic-management-systems;Academic Management Systems;;USA;NY;Amherst;Amherst;/company/connectedu;ConnectEdu;education;USA;MA;Boston;Boston;;103
/company/acambis;Acambis;biotech;GBR;;London;Cambridge;/company/sanofi-pasteur;Sanofi Pasteur;biotech;FRA;;Lyon;Lyon;564960000;104
/company/acartus;Acartus;;;;unknown;;/company/emc;EMC;enterprise;USA;MA;Boston;Hopkinton;;105
/company/accela-communications;Accela Communications;public_relations;USA;MA;Boston;Southborough;/company/kit-digital;KIT digital;games_video;CZE;;Prague;Prague;4700000;106
/company/accelicon-technologies;Accelicon Technologies;;;;unknown;;/company/agilent;Agilent Technologies;biotech;USA;CA;SF Bay;Santa Clara;;107
/company/accelio-corporation;Accelio Corporation;;AIA;;Ottowa;"Ottowa; ONTARIO";/company/adobe-systems;Adobe Systems;software;USA;CA;SF Bay;San Jose;;108
/company/accelrys;Accelrys;software;USA;CA;San Diego;San Diego;/company/dassault;Dassault Systemes;software;FRA;;France - Other;;750000000;109
/company/accent-on-integration;Accent On Integration;hardware;;;unknown;;/company/iatric-systems;Iatric Systems;hardware;USA;;unknown;Boxford;;110
/company/accenx-technologies;Accenx Technologies;software;USA;CA;Los Angeles;Irvine;/company/initiate-systems;Initiate Systems;enterprise;USA;IL;Chicago;Chicago;;111
/company/accept-software;Accept Software;software;USA;CA;SF Bay;Santa Clara;/company/artemis-international;Artemis International;;USA;TX;Austin;Austin;;112
/company/accept-com;Accept.Com;;;;unknown;;/company/amazon;Amazon;ecommerce;USA;WA;Seattle;Seattle;;113
/company/accero;Accero;;;;unknown;;/company/sumtotal-systems;SumTotal Systems;enterprise;USA;FL;Gainesville;Gainesville;;114
/company/accertify;Accertify;security;USA;IL;Chicago;Itasca;/company/americanexpress;American Express;other;USA;;TBD;;150000000;115
/company/access-communications;Access Communications;public_relations;USA;CA;SF Bay;San Francisco;/company/zayo-group;Zayo Group;public_relations;USA;CO;Denver;Louisville;40000000;116
/company/access-data;Access Data;network_hosting;;;unknown;;/company/broadridge;Broadridge;enterprise;;;unknown;;45000000;117
/company/access3;Access3;;;;unknown;;/company/ibm;IBM;software;USA;NY;New York;Armonk;;118
/company/acclarent;Acclarent;biotech;USA;CA;SF Bay;Menlo Park;/company/johnson-johnson;Johnson & Johnson;biotech;USA;NJ;New Brunswick;New Brunswick;785000000;119
/company/accoleo;Accoleo;;;;unknown;;/company/airbnb;Airbnb;travel;USA;CA;SF Bay;San Francisco;;120
/company/accomplice;Accomplice;software;USA;CA;SF Bay;Palo Alto;/company/vertabase;Vertabase;software;USA;MI;Detroit;Southfield;;121
/company/accord-technologies;Accord Technologies;;AUS;;Balcatta;Balcatta;/company/hostech;Hostech;;AUS;;Australia - Other;;;122
/company/accordent-technologies;Accordent Technologies;consulting;USA;CA;Los Angeles;El Segundo;/company/polycom-2;Polycom;enterprise;USA;CA;SF Bay;San Jose;;123
/company/accovia;Accovia;;;;unknown;;/company/acceo-solutions;ACCEO Solutions;software;CAN;;Montreal;Montreal;;124
/company/accu-time-systems;Accu-Time Systems;;USA;CT;Ellington;Ellington;/company/amano-usa-holdings;Amano USA Holdings;;USA;NJ;Roseland;Roseland;;125
/company/accugenix;Accugenix;biotech;USA;DE;Willmington;Newark;/company/charles-river-laboratories-international;Charles River Laboratories International;biotech;USA;MA;Boston;Wilmington;;126
/company/accumetrics;Accumetrics;biotech;USA;CA;San Diego;San Diego;/company/itc;ITC;biotech;USA;NY;TBD;New Yord;;127
/company/accuri-cytometers;Accuri Cytometers;biotech;USA;MI;Detroit;Ann Arbor;/company/becton-dickinson-and-company;"(Becton; Dickinson and Company)";;;;unknown;;;128
/company/ace-comm;ACE*COMM;public_relations;USA;MD;Washington DC;Gaithersburg;/company/ariston-global;Ariston Global;;;;unknown;;;129
/company/acerno;acerno;web;USA;NY;New York;New York;/company/akamai-technologies;Akamai Technologies;enterprise;USA;MA;Boston;Cambridge;95000000;130
/company/acess-company;Acess Company;;;;unknown;;/company/owlparrot;Owlparrot;mobile;USA;CA;Sacramento;Sacramento;;131
/company/acme-building-brands;Acme Building Brands;;;;unknown;;/company/berkshire-hathaway-corp;Berkshire Hathaway Corp.;;USA;NE;Omaha;Omaha;;132
/company/acme-packet;Acme Packet;network_hosting;USA;MA;Boston;Bedford;/company/oracle;Oracle Corporation;enterprise;USA;CA;SF Bay;Redwood City;;133
/company/acopia-networks;Acopia Networks;software;USA;MA;Boston;Lowell;/company/f5-networks;F5 Networks;other;USA;WA;Seattle;Seattle;210000000;134
/company/acrobot;Acrobot;;GBR;;London;Elstree;/company/stanmore-implants;Stanmore Implants Worldwide;biotech;GBR;;London;Elstree;;135
/company/actacell;Actacell;cleantech;USA;TX;Austin;Austin;/company/contour-energy-systems;Contour Energy Systems;cleantech;USA;CA;Los Angeles;Azusa;;136
/company/actagene-oncology;Actagene Oncology;biotech;;;unknown;;/company/ignyta;Ignyta;biotech;USA;CA;San Diego;San Diego;;137
/company/acteea;Acteea;;;;unknown;;/company/pivotlink-formerly-seatab;PivotLink;software;USA;CA;SF Bay;San Francisco;;138
/company/actiepagina;Actiepagina;other;NLD;;Hilversum;Hilversum;/company/whale-shark-media;"RetailMeNot; Inc.";web;USA;TX;Austin;Austin;;139
/company/actimis-pharmaceuticals;Actimis Pharmaceuticals;biotech;USA;CA;San Diego;San Diego;/company/boehringer-ingelheim;Boehringer Ingelheim;biotech;DEU;;Ingelheim;Ingelheim;515000000;140
/company/action-climbing-frames;Action Climbing Frames;;;;unknown;;/company/big-game-hunters;Big Game Hunters;ecommerce;GBR;;London;Oxfordshire;160000;141
/company/actionengine;Action Engine;mobile;USA;WA;Seattle;Bellevue;/company/mobui;Mobui;mobile;USA;WA;Seattle;Redmond;;142
/company/actiontop-electronics;Actiontop Electronics;;CHN;;Shenzhen;Shenzhen;/company/cantronic-systems;Cantronic Systems;;CAN;;Coquitlam;"Coquitlam; BC";3400000;143
/company/activa-live;Activa Live;;USA;MI;Detroit;St. Clair Shores;/company/salesforce;Salesforce;enterprise;USA;CA;SF Bay;San Francisco;;144
/company/activecause;ActiveCause;web;USA;NY;New York;New York;/company/ingk-labs;Ingk Labs;news;USA;NY;New York;New York;;145
/company/activemedia;ActiveMedia;;CAN;;Quebec;Quebec;/company/acceo-solutions;ACCEO Solutions;software;CAN;;Montreal;Montreal;;146
/company/actividentity;ActivIdentity;enterprise;USA;CA;SF Bay;Fremont;/company/hid-global;HID Global;security;USA;CA;Los Angeles;Irvine;;147
/company/acton-pharmaceuticals;Acton Pharmaceuticals;biotech;USA;MA;Boston;Marlborough;/company/meda;Meda;biotech;SWE;;Solna;Solna;135000000;148
/company/actona-technologies;Actona Technologies;;USA;CA;SF Bay;Los Gatos;/company/cisco;Cisco;hardware;USA;CA;SF Bay;San Jose;;149
/company/actual-systems;Actual Systems;;GBR;;Lothian;Lothian;/company/solera-holdings;Solera Holdings;software;USA;CA;San Diego;San Diego;;150
/company/acuo-technologies;Acuo Technologies;;USA;MN;Minneapolis;Bloomington;/company/lexmark;Lexmark;hardware;USA;KY;Lexington;Lexington;;151
/company/ad-infuse;Ad Infuse;advertising;USA;CA;SF Bay;San Francisco;/company/velti;Velti;mobile;USA;CA;SF Bay;San Francisco;;152
/company/ad2games;Ad2Games;;;;unknown;;/company/hitfox-group;HitFox Group;games_video;DEU;;Berlin;Berlin;;153
/company/adap-tv;Adap.tv;advertising;USA;CA;SF Bay;San Mateo;/company/aol;AOL;news;USA;NY;New York;New York;405000000;154
/company/adapt-technologies;Adapt Technologies;advertising;USA;CA;Los Angeles;Pasadena;/company/webvisible;WebVisible;software;USA;CA;Playa VIsta;Playa Vista;;155
/company/adaptive-real-estate-services;Adaptive Real Estate Services;consulting;USA;CA;Fortuna;Fortuna;/company/vast;Vast;real_estate;USA;CA;SF Bay;San Francisco;;156
/company/adaptiveads;AdaptiveAds;advertising;USA;CA;SF Bay;San Francisco;/company/glammedia;Glam Media;web;USA;CA;SF Bay;Brisbane;;157
/company/adaptlogic-ab;Adaptlogic AB;;;;unknown;;/company/enreach;Enreach;advertising;FIN;;Helsinki;Helsinki;;158
/company/adbrite;adBrite;advertising;USA;CA;SF Bay;San Francisco;/company/site-scout;Site Scout;advertising;CAN;;Toronto;Toronto;;159
/company/adcamp;AdCamp;;;;unknown;;/company/pult-group;Pult Group;advertising;RUS;;Moscow;Moscow;;160
/company/adcamp;AdCamp;;;;unknown;;/company/seopult;SeoPult;advertising;RUS;;Moscow;Moscow;;161
/company/adcentricity;ADCentricity;advertising;CAN;;Toronto;Toronto;/company/bee-media;Bee Media;mobile;;;unknown;;;162
/company/adcombination;AdCombination;advertising;NLD;;Amsterdam;Amsterdam;/company/adviva;Specific Media;advertising;GBR;;London;London;;163
/company/add-on-exchange;Add-on Exchange;web;USA;NY;New York;New York;/company/goip-global;GoIP Global;web;USA;NY;New York;New York;;164
/company/addme;AddMe;web;;;unknown;;/company/trellian;Trellian;advertising;AUS;;Beaumaris;Beaumaris;;165
/company/addonauto;AddOnAuto;;USA;CA;SF Bay;San Francisco;/company/reynolds-and-reynolds;Reynolds and Reynolds;;USA;OH;Dayton;Kettering;;166
/company/addrenex-pharmaceuticals;Addrenex Pharmaceuticals;;;;unknown;;/company/sciele-pharma;Sciele Pharma;biotech;USA;GA;Atlanta;Atlanta;29000000;167
/company/addressdoctor;AddressDoctor;software;;;unknown;;/company/informatica;Informatica;software;USA;CA;SF Bay;Redwood City;;168
/company/addval-technology;AddVal Technology;;USA;CA;SF Bay;Cupertino;/company/accenture;Accenture;consulting;USA;CA;San Diego;San Diego;;169
/company/adea;Adea;consulting;USA;TX;Dallas;Irving;/company/valtech;Valtech;software;FRA;;Paris;Paris;39000000;170
/company/adecn;AdECN;advertising;USA;CA;Santa Barbara;Carpinteria;/company/microsoft;Microsoft;software;USA;WA;Seattle;Redmond;;171
/company/adelphia-communications;Adelphia Communications;;;;unknown;;/company/comcast;Comcast;games_video;USA;PA;Philadelphia;Philadelphia;;172
/company/adengage;AdEngage;web;USA;CA;Los Angeles;El Segundo;/company/technorati;Technorati;advertising;USA;CA;SF Bay;San Francisco;;173
/company/adeptol;Adeptol;software;USA;CA;SF Bay;Santa Clara;/company/accusoft-pegasus-2;Accusoft Pegasus;;;;unknown;;;174
/company/adeptra;Adeptra;public_relations;USA;CT;New York;Norwalk;/company/fair-isaac-corporation;FICO (Fair Isaac Corporation);software;USA;MN;Minneapolis;Minneapolis;115000000;175
/company/aderant;ADERANT;software;USA;GA;Atlanta;Atlanta;/company/bigwords-com;BIGWORDS.com;web;USA;MD;Washington DC;Annapolis;;176
/company/adesta;Adesta;;;;unknown;;/company/g4s;G4S;security;GBR;;London;West Sussex;66000000;177
/company/adesta-assets;Adesta Assets;;;;unknown;;/company/zayo-group;Zayo Group;public_relations;USA;CO;Denver;Louisville;;178
/company/adgrok;AdGrok;advertising;USA;CA;SF Bay;San Francisco;/company/twitter;Twitter;social;USA;CA;SF Bay;San Francisco;10000000;179
/company/adherence-technologies;Adherence Technologies;;;;unknown;;/company/vocollect;Vocollect;hardware;USA;PA;Pittsburg;Pittsburgh;;180
/company/adhubs;adHUBS;;USA;CA;SF Bay;San Ramon;/company/reply-com;Reply! Inc.;advertising;USA;CA;SF Bay;San Ramon;;181
/company/aditime;ADI Time;web;USA;RI;Warwick;Warwick;/company/asure-software;Asure Software;software;USA;TX;Austin;Austin;;182
/company/adiana;Adiana;biotech;USA;CA;SF Bay;Redwood City;/company/cytyc;Cytyc;biotech;USA;MA;Boston;Marlborough;215000000;183
/company/ad-network-adisn;Adisn;advertising;USA;CA;Los Angeles;Woodland Hills;/company/crowdgather;CrowdGather;web;USA;CA;Los Angeles;Woodland Hills;5500000;184
/company/adjacency;Adjacency;;;;unknown;;/company/sapient;Sapient;enterprise;USA;MA;Boston;Boston;;185
/company/adjitsu;AdJitsu;;USA;CA;SF Bay;Palo Alto;/company/amobee;Amobee;advertising;USA;CA;SF Bay;Redwood City;;186
/company/adjustware;Adjustware;;;;unknown;;/company/aitoc;AITOC;ecommerce;;;unknown;;;187
/company/adku;Adku;software;USA;CA;SF Bay;San Francisco;/company/groupon;Groupon;web;USA;IL;Chicago;Chicago;;188
/company/admarvel;AdMarvel;advertising;USA;CA;SF Bay;San Mateo;/company/opera-software;Opera Software;software;NOR;;Oslo;Oslo;8000000;189
/company/admax-network;Admax Network;advertising;SGP;;Singapore;Singapore;/company/komli-media;Komli Media;advertising;IND;;Mumbai;Mumbai;;190
/company/admeld;Admeld;advertising;USA;NY;New York;New York;/company/google;Google;search;USA;CA;SF Bay;Mountain View;400000000;191
/company/administrative-partners;Administrative Partners;;USA;FL;Tampa;Tampa;/company/tribridge;Tribridge;software;USA;FL;Tampa;Tampa;;192
/company/adminserver;AdminServer;software;USA;PA;Philadelphia;Chester;/company/oracle;Oracle Corporation;enterprise;USA;CA;SF Bay;Redwood City;;193
/company/admmicro;ADMMicro;hardware;USA;VA;Roanoke;Roanoke;/company/gridpoint;GridPoint;cleantech;USA;VA;Washington DC;Arlington;;194
/company/admob;AdMob;advertising;USA;CA;SF Bay;Mountain View;/company/google;Google;search;USA;CA;SF Bay;Mountain View;750000000;195
